Geneid,BT549,CaOV3,EEC16,EFO27,ES2,FT246,FT33,GTFR230,HEY,IOSE11,IOSE4,JHOC5,MCAS,MCF10A,MCF7,OAW42,RMGII,UWB1_289,VOA1056,Kuramochi
ENSG00000237456.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241472.6,1630,737,801,506,1657,54,93,1245,1757,1129,1019,1579,135,800,6015,283,833,411,605,3592
ENSG00000114405.10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000153266.12,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163618.17,0,0,34,0,108,5,10,30,390,57,55,3,1,0,0,1,1,17,5,2
ENSG00000225662.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244632.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252449.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226082.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244342.5,0,0,0,0,0,0,0,3,4,1,3,1,10,0,54,0,1,5,4,5
ENSG00000242841.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240359.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163630.10,0,26,0,0,28,0,0,0,4,1,0,0,38,0,69,0,2,1,0,1
ENSG00000241359.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
ENSG00000252301.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188817.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224479.6,0,0,0,0,0,0,0,0,0,1,0,1,0,0,261,0,3,0,0,0
ENSG00000163632.12,1676,1743,1329,1251,2434,14,14,2787,2525,1847,1994,2026,1780,1356,10621,682,1129,2122,1371,1559
ENSG00000163634.11,2,2,0,5,2,0,0,0,5,4,1,0,6,2,15,0,9,4,2,2
ENSG00000240549.2,0,7,1,0,2,0,0,2,1,1,0,0,0,0,6,0,1,3,1,0
ENSG00000163635.17,5,4,2,1,3,4,3,4,6,3,8,1,2,3,24,4,7,1,3,0
ENSG00000280620.1,0,1,0,0,2,0,0,1,3,1,1,1,0,1,3,2,0,1,0,0
ENSG00000239653.1,276,283,245,218,515,3,2,485,243,190,242,342,242,197,2701,143,178,297,173,290
ENSG00000271843.1,3,13,4,5,1,0,0,6,3,1,5,1,1,0,2,3,0,3,2,1
ENSG00000163636.10,83,142,65,63,46,2,1,78,103,75,79,32,33,46,49,13,31,58,101,69
ENSG00000243410.1,425,350,375,268,764,6,2,770,407,390,403,515,373,230,4089,219,280,483,241,392
ENSG00000272181.1,0,1,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
ENSG00000241111.1,627,36,962,101,126,4,1,384,155,800,506,410,96,787,1726,49,32,52,541,299
ENSG00000200222.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
ENSG00000189196.4,0,0,0,0,4,0,0,0,0,0,0,1,0,0,309,0,0,0,0,0
ENSG00000163637.12,8,0,2,1,23,1,2,6,1,1,6,2,1,5,452,0,0,2,2,7
ENSG00000241572.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241101.1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,1
ENSG00000239926.1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ENSG00000226017.2,9,1,38,2,4,8,3,10,2,25,14,23,7,23,32,3,1,2,23,11
ENSG00000244564.1,0,0,239,2,2,1,1,3,9,28,321,2,0,7,108,0,0,0,0,0
ENSG00000212340.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ENSG00000163638.13,0,1,9,3,10,1,1,2,2,13,1,10,2,2,4,7,63,2,5,5
ENSG00000241158.5,0,0,42,31,16,0,0,2,5,19,6,119,48,46,24,301,140,116,26,168
ENSG00000241684.5,0,2,46,29,4,2,2,0,7,45,5,71,59,33,16,376,182,115,30,101
ENSG00000243149.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151276.23,2,39,3,12,7,3,3,6,12,4,7,3,13,3,204,3,3,15,3,6
ENSG00000270059.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244226.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ENSG00000223409.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
ENSG00000272610.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240175.1,0,83,0,0,7,0,2,1,5,1,1,10,3,2,18,0,1,5,0,3
ENSG00000202071.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000203647.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144741.17,260,489,3736,333,396,41,34,571,364,1574,151,114,2604,588,838,147,57,500,449,1409
ENSG00000206759.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000241587.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144749.13,22,16,44,84,78,4,4,96,57,46,42,46,45,56,117,16,35,108,47,59
ENSG00000271174.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214560.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163376.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283298.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241884.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000172340.14,9,0,4,1,4,1,0,10,11,19,1,17,4,0,1,1,2,2,15,8
ENSG00000242510.1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241316.6,0,0,0,0,3,1,0,1,0,1,1,0,2,0,0,0,0,1,0,1
ENSG00000183662.10,0,0,0,0,1,0,3,1,1,0,0,0,2,1,2,1,1,3,1,0
ENSG00000214552.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240568.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244640.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241506.1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
ENSG00000163377.15,0,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,1,6
ENSG00000252828.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163378.13,4,6,3,6,5,0,0,4,4,3,5,0,4,6,3,0,1,3,3,4
ENSG00000244513.6,2504,1875,3377,1999,3572,59,53,4308,4517,3726,3526,1825,2528,2436,1960,1620,3646,3098,3633,3236
ENSG00000144747.15,0,0,2,4,3,0,0,0,5,2,1,0,2,0,1,0,15,3,2,1
ENSG00000265355.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144744.16,0,0,1,1,2,0,3,1,3,4,1,1,2,0,2,0,0,1,0,1
ENSG00000144746.6,1,1,1,2,1,0,0,5,2,8,3,0,0,0,0,2,4,2,3,3
ENSG00000163380.15,0,2,1,1,1,1,0,4,0,0,2,2,0,3,1,0,0,0,3,1
ENSG00000114541.14,0,1,1,0,2,1,0,1,3,0,0,1,0,1,0,1,2,0,0,5
ENSG00000239263.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240265.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240842.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241667.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187098.14,0,0,0,1,1,2,2,0,0,0,0,4,6,0,1,3,342,1,1,2
ENSG00000241665.3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000240405.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271034.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000242728.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242120.3,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,19,27,1,0,10
ENSG00000240156.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243873.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206939.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000114861.18,9,1,11,9,13,5,4,4,9,12,6,3,6,31,17,3,618,3,10,9
ENSG00000277539.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244203.2,4,6,7,13,24,3,1,9,21,19,18,4,14,15,27,5,20,10,18,8
ENSG00000221264.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274387.1,0,0,0,0,1,1,0,1,0,0,0,3,1,0,1,0,1,0,1,0
ENSG00000242094.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277855.1,1,9,2,11,6,1,3,6,11,7,3,3,5,26,15,4,18,6,12,7
ENSG00000270562.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163412.12,0,17,0,13,0,0,0,1,1,0,0,4,0,2,4,15,43,2,0,4
ENSG00000170837.2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,0,0
ENSG00000163421.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000239250.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244130.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241163.7,1,1,1,18,0,0,0,0,2,0,1,0,0,0,0,18,3,0,0,3
ENSG00000273461.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276471.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239350.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242609.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243083.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272774.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242618.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260670.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163602.10,0,2,1,2,0,0,0,0,6,3,0,0,2,1,1,0,2,1,1,1
ENSG00000244345.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
ENSG00000199469.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239568.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222838.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000144736.13,2,3,1,1,1,0,0,1,0,1,0,0,2,2,2,0,1,1,0,3
ENSG00000241537.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000240135.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271266.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172986.12,4,0,1,1,1,3,0,1,3,1,2,3,1,1,1,0,2,2,1,2
ENSG00000276890.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242960.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163605.14,0,0,2,1,2,0,0,0,5,3,0,0,1,0,0,2,8,2,1,3
ENSG00000238959.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255423.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252651.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223247.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000182921.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252937.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000121440.14,1,1,0,0,0,3,1,1,1,0,0,0,0,0,0,1,0,0,1,1
ENSG00000239119.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239677.6,2,3,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0,1,0,0
ENSG00000278934.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242364.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242741.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278554.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239454.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000223738.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213452.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000113805.8,0,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
ENSG00000241022.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242638.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266780.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213300.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228868.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243674.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179799.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230655.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244699.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240665.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0
ENSG00000242953.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000238278.3,182,144,376,212,515,1,1,456,629,387,286,114,686,168,233,298,264,414,221,119
ENSG00000244026.6,1,1,0,0,1,0,1,0,2,4,1,0,2,0,0,0,0,3,0,1
ENSG00000272690.5,0,7,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000239959.1,12,4,10,12,6,0,1,14,15,15,12,9,5,12,7,0,6,3,10,6
ENSG00000243794.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272710.1,2,2,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0
ENSG00000244674.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239383.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244222.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172971.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243422.2,1,1,1,3,0,0,0,1,0,2,1,1,0,0,2,0,0,0,0,0
ENSG00000282912.1,12,28,10,3,0,0,0,7,1,7,0,2,0,0,6,16,0,84,2,1
ENSG00000282511.1,0,8,0,1,0,0,0,1,0,0,0,0,0,0,3,4,0,12,1,0
ENSG00000283894.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241532.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241622.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0
ENSG00000172969.7,1,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0
ENSG00000236138.4,6,15,4,3,0,0,0,5,0,1,0,0,0,0,0,1,0,36,0,0
ENSG00000242516.1,10,0,9,3,3,0,0,3,0,2,0,0,0,0,0,4,13,16,6,0
ENSG00000227124.8,20,2,3,0,0,0,0,5,2,7,0,0,4,2,0,10,9,3,1,1
ENSG00000266396.1,2,0,4,6,11,0,0,5,0,2,0,9,0,0,0,7,9,8,2,8
ENSG00000185008.17,1,3,0,2,2,4,0,2,1,3,1,0,11,1,4,3,18,1,3,7
ENSG00000222883.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240809.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199520.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213450.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206891.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244461.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240573.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243957.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222574.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240241.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ENSG00000239226.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169855.19,12,5,5,5,3,5,2,6,2,15,8,3,2,0,35,1,5,5,4,9
ENSG00000240752.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240964.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265193.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243877.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271389.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239699.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242586.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242828.1,0,0,7,9,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,34
ENSG00000242781.1,0,0,34,53,0,0,0,0,0,0,1,0,45,0,0,0,0,0,0,194
ENSG00000243694.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,3
ENSG00000242145.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241593.5,0,0,9,0,3,0,0,0,0,2,11,2,0,0,0,0,0,0,0,1
ENSG00000244281.1,0,0,14,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0
ENSG00000114480.12,1,0,7,5,7,0,1,7,2,7,1,4,2,1,2,7,3,5,0,4
ENSG00000222389.1,0,2,2,1,0,0,0,0,1,2,0,1,1,0,0,0,4,0,0,0
ENSG00000241319.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240404.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242190.1,0,0,1,2,1,0,0,1,1,2,0,1,2,2,2,1,0,0,0,1
ENSG00000242009.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000239440.5,1,0,0,0,0,0,0,0,1,1,2,2,1,0,17,0,0,1,1,2
ENSG00000241367.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241095.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242195.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242641.5,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,2,0,0
ENSG00000241776.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242339.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000175161.13,1,1,0,2,2,0,0,2,2,0,1,2,1,0,4,1,3,2,3,2
ENSG00000264084.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241648.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000239519.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1
ENSG00000243915.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201410.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251773.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239767.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000222934.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241328.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277746.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206538.8,1,0,5,0,1,0,0,0,4,2,2,1,2,2,0,0,0,0,0,0
ENSG00000241293.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281392.1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,33,0,0,0,0,0
ENSG00000264119.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000083937.8,0,6,0,1,2,0,1,2,5,1,1,1,5,1,3,0,7,2,1,5
ENSG00000064835.10,0,0,0,0,0,1,0,2,0,1,1,1,3,0,1,0,2,2,1,0
ENSG00000239829.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240902.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
ENSG00000240255.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239572.1,2,0,0,0,0,0,0,0,0,5,0,0,0,1,2,0,0,0,0,1
ENSG00000200703.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221059.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179097.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000163320.10,540,358,488,395,701,17,8,735,921,705,577,490,349,535,682,271,318,344,609,384
ENSG00000175105.6,15,68,5,25,39,7,6,63,17,5,22,47,11,4,30,20,12,110,10,36
ENSG00000241535.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179021.9,2,4,1,0,4,0,1,9,5,0,1,3,1,2,0,0,2,3,0,6
ENSG00000242159.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283434.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
ENSG00000207316.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242365.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242705.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241861.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000044524.10,1,2,1,2,8,1,0,1,0,0,0,0,1,0,10,0,0,0,1,8
ENSG00000240951.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240309.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000212598.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222490.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000189002.10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000271024.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283367.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283544.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251727.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184500.14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,6,0,0,1,1,0
ENSG00000201339.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200366.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000169379.15,20,17,11,1,15,1,0,23,47,6,8,13,54,15,34,13,24,196,20,25
ENSG00000239614.1,0,2,0,0,2,2,2,0,1,2,1,1,0,0,2,0,1,22,0,6
ENSG00000178750.2,0,13,1,3,5,0,0,3,16,4,1,17,4,0,3,1,0,7,2,6
ENSG00000178700.7,191,351,284,287,652,23,19,416,414,291,400,555,171,198,281,413,126,734,158,782
ENSG00000178694.9,16,14,5,8,8,0,0,10,6,6,6,16,5,6,10,7,17,11,5,20
ENSG00000242457.1,1,0,3,1,0,0,0,1,5,2,1,1,0,0,1,2,0,1,2,3
ENSG00000178660.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000242911.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234629.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239589.5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
ENSG00000244048.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000244681.1,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0
